ACH_BBG000CMRVH1_2021-02-24;ACH;1;19;6.46;2.69
ARCT_BBG00NNW8JK1_2021-02-24;ARCT;1;4;4.68;2.23
BYND_BBG003CVJP50_2021-02-24;BYND;1;1;-0.26;-0.17
COTY_BBG000F395V1_2021-02-24;COTY;1;32;1.60;0.64
DT_BBG00PNN7C40_2021-02-24;DT;1;5;13.00;5.26
ET_BBG000BM2FL9_2021-02-24;ET;1;6;0.54;1.19
FSLY_BBG004NLQHL0_2021-02-24;FSLY;1;3;0.87;0.37
FTI_BBG00DL8NMV2_2021-02-24;FTI;1;35;1.05;0.42
JD_BBG005YHY0Q7_2021-02-24;JD;1;2;-0.68;-0.35
MOMO_BBG007HTCQT0_2021-02-24;MOMO;2;30;7.20;1.48
MRO_BBG000C8H633_2021-02-24;MRO;1;22;4.18;1.74
NTES_BBG000BX72V8_2021-02-24;NTES;1;2;-1.60;-0.68
PINS_BBG002583CV8_2021-02-24;PINS;1;3;4.17;1.71
QCOM_BBG000CGC1X8_2021-02-24;QCOM;1;1;0.82;0.60
SEDG_BBG0084BBZY6_2021-02-24;SEDG;1;1;-3.19;-1.07
SNAP_BBG00441QMJ7_2021-02-24;SNAP;1;3;6.00;2.86
SPCE_BBG00HTN2CQ3_2021-02-24;SPCE;1;5;3.75;1.72
SQ_BBG0018SLC07_2021-02-24;SQ;1;1;4.50;1.88
UAL_BBG000M65M61_2021-02-24;UAL;1;5;2.20;0.88
ZYNE_BBG007BBS8B7_2021-02-24;ZYNE;1;53;3.18;1.28
