AAN_BBG00WCNDCZ6_2021-04-12;AAN;1;6;2.28;1.58
ACH_BBG000CMRVH1_2021-04-12;ACH;2;44;14.08;2.87
BAC_BBG000BCTLF6_2021-04-12;BAC;1;6;-0.78;-0.33
BIDU_BBG000QXWHD1_2021-04-12;BIDU;1;1;1.78;0.83
CRM_BBG000BN2DC2_2021-04-12;CRM;1;1;3.70;1.65
IBN_BBG000DRM643_2021-04-12;IBN;1;16;0.64;0.27
IBN_BBG000DRM643_2021-04-12;IBN;1;17;3.57;1.47
MOMO_BBG007HTCQT0_2021-04-12;MOMO;1;16;-1.12;-0.46
SAVE_BBG000BF6RQ9_2021-04-12;SAVE;1;2;0.12;0.16
SFM_BBG001KFKQM7_2021-04-12;SFM;1;9;2.07;0.88
SOHU_BBG00L2DB535_2021-04-12;SOHU;1;13;4.16;1.78
TCS_BBG005DXJS36_2021-04-12;TCS;1;4;-1.16;-0.50
TTM_BBG000PVGDH9_2021-04-12;TTM;1;12;-0.24;-0.10
TTM_BBG000PVGDH9_2021-04-12;TTM;1;12;-1.80;-0.76
VALE_BBG000BN5LG7_2021-04-12;VALE;1;14;2.66;1.07
WFC_BBG000BWQFY7_2021-04-12;WFC;1;6;9.06;3.97
