ACAD_BBG000BHG9K0_2021-03-19;ACAD;1;2;0.44;0.81
ARNC_BBG00R45JYB7_2021-03-19;ARNC;1;9;-1.17;-0.47
ATRA_BBG005Q3MQY4_2021-03-19;ATRA;1;16;2.24;0.93
BAC_BBG000BCTLF6_2021-03-19;BAC;1;6;1.80;0.77
CORR_BBG000CN80Y9_2021-03-19;CORR;1;30;2.10;0.86
DLTH_BBG002GBMZG4_2021-03-19;DLTH;1;17;4.42;1.78
ET_BBG000BM2FL9_2021-03-19;ET;1;31;1.24;0.51
FOX_BBG00JHNKJY8_2021-03-19;FOX;1;6;0.36;0.15
FTI_BBG00DL8NMV2_2021-03-19;FTI;1;3;0.18;0.76
HALO_BBG000CZ8W54_2021-03-19;HALO;1;5;0.05;0.02
MANU_BBG0035WV4N9_2021-03-19;MANU;1;3;0.24;0.45
MRNA_BBG003PHHZT1_2021-03-19;MRNA;1;1;2.87;2.09
OIS_BBG000BDDN94_2021-03-19;OIS;1;38;0.38;0.15
PUMP_BBG00FYCQ352_2021-03-19;PUMP;1;2;0.66;3.04
RYTM_BBG007DLZ601_2021-03-19;RYTM;1;10;0.80;0.32
SDGR_BBG000T88BN2_2021-03-19;SDGR;1;2;6.28;4.19
SPCE_BBG00HTN2CQ3_2021-03-19;SPCE;1;7;1.54;0.69
SPR_BBG000PRJ2Z9_2021-03-19;SPR;1;4;-0.72;-0.36
SRPT_BBG000BCJ161_2021-03-19;SRPT;1;2;-0.16;-0.09
TCS_BBG005DXJS36_2021-03-19;TCS;1;4;4.76;2.08
TPIC_BBG0016MQ7C5_2021-03-19;TPIC;1;5;-2.20;-0.90
TWOU_BBG001KS9450_2021-03-19;TWOU;1;6;0.00;0
VEON_BBG000QCW561_2021-03-19;VEON;1;139;0.00;0
VLO_BBG000BBGGQ1_2021-03-19;VLO;1;3;0.96;0.44
VREX_BBG00CZNLR47_2021-03-19;VREX;1;5;0.60;0.55
XEC_BBG000D6L294_2021-03-19;XEC;1;4;-2.04;-0.85
ZYNE_BBG007BBS8B7_2021-03-19;ZYNE;1;51;3.57;1.44
ZYXI_BBG000BJBXZ2_2021-03-19;ZYXI;1;15;3.15;1.33
