AA_BBG00B3T3HD3_2021-03-04;AA;1;8;7.20;3.05
ARCT_BBG00NNW8JK1_2021-03-04;ARCT;1;4;-1.12;-0.55
BAC_BBG000BCTLF6_2021-03-04;BAC;2;13;8.97;1.95
BLUE_BBG000QGWY50_2021-03-04;BLUE;2;16;0.48;0.11
BZUN_BBG008HNS333_2021-03-04;BZUN;1;5;-0.10;-0.04
CCL_BBG000BF6LY3_2021-03-04;CCL;1;8;1.44;0.64
CRM_BBG000BN2DC2_2021-03-04;CRM;1;1;2.04;1.01
DISCA_BBG000CHWP52_2021-03-04;DISCA;1;4;1.08;0.45
ENPH_BBG001R3MNY9_2021-03-04;ENPH;1;1;1.84;1.16
FSLY_BBG004NLQHL0_2021-03-04;FSLY;2;6;-4.20;-1.04
HRTX_BBG000G2GJT7_2021-03-04;HRTX;1;14;0.56;0.23
LYFT_BBG004M9ZHX5_2021-03-04;LYFT;1;4;0.24;0.10
MFGP_BBG00HFWVGN0_2021-03-04;MFGP;1;37;11.10;4.55
NET_BBG001WMKHH5_2021-03-04;NET;1;3;2.94;1.40
NVTA_BBG005DJFD43_2021-03-04;NVTA;1;6;1.14;0.50
OKTA_BBG001YV1SM4_2021-03-04;OKTA;1;1;0.50;0.23
PTON_BBG00JG0FFZ2_2021-03-04;PTON;1;2;3.78;1.79
RRGB_BBG000MXH9C1_2021-03-04;RRGB;1;7;0.35;0.16
SPCE_BBG00HTN2CQ3_2021-03-04;SPCE;2;15;3.15;0.69
SPCE_BBG00HTN2CQ3_2021-03-04;SPCE;3;23;4.14;0.60
TENB_BBG00LBLCD02_2021-03-04;TENB;1;3;-0.03;-0.03
TSLA_BBG000N9MNX3_2021-03-04;TSLA;1;1;7.95;1.23
UPWK_BBG00FBJ6390_2021-03-04;UPWK;1;5;-3.75;-1.66
ZYXI_BBG000BJBXZ2_2021-03-04;ZYXI;2;34;2.04;0.42
