AAPL_BBG000B9XRY4_2021-04-19;AAPL;2;2;6.70;2.58
ADBE_BBG000BB5006_2021-04-19;ADBE;1;1;47.34;10.01
AMZN_BBG000BVPV84_2021-04-19;AMZN;1;1;169.78;5.28
AYX_BBG000BGZT72_2021-04-19;AYX;2;6;65.64;14.83
BK_BBG000BD8PN9_2021-04-19;BK;1;5;2.75;1.22
BLUE_BBG000QGWY50_2021-04-19;BLUE;1;9;4.59;1.85
CPS_BBG000PSXT64_2021-04-19;CPS;1;7;2.73;1.22
CRM_BBG000BN2DC2_2021-04-19;CRM;2;2;22.60;5.15
CRTX_BBG00BTK1DT8_2021-04-19;CRTX;1;6;3.00;1.35
DISCB_BBG000F7L5N7_2021-04-19;DISCB;1;2;2.94;1.76
ESPR_BBG004KB3S72_2021-04-19;ESPR;1;2;0.84;1.57
FDX_BBG000BJF1Z8_2021-04-19;FDX;2;2;28.92;5.31
FOLD_BBG000PLF6N0_2021-04-19;FOLD;1;25;2.75;1.13
GILD_BBG000CKGBP2_2021-04-19;GILD;1;3;4.11;2.14
GOOG_BBG009S3NB30_2021-04-19;GOOG;1;1;105.77;4.84
GOOGL_BBG009S39JX6_2021-04-19;GOOGL;2;2;328.92;7.79
IBN_BBG000DRM643_2021-04-19;IBN;1;16;-3.04;-1.27
IRTC_BBG001J19V24_2021-04-19;IRTC;1;2;10.40;6.08
MA_BBG000F1ZSQ2_2021-04-19;MA;2;2;14.18;1.92
MOMO_BBG007HTCQT0_2021-04-19;MOMO;1;15;2.25;1.01
MSFT_BBG000BPH459_2021-04-19;MSFT;2;2;35.64;7.40
MSTR_BBG000GQJPZ0_2021-04-19;MSTR;1;1;17.12;2.59
NEM_BBG000BPWXK1_2021-04-19;NEM;1;3;2.40;1.25
NVDA_BBG000BBJQV0_2021-04-19;NVDA;1;1;82.01;14.79
PBF_BBG002832GV8_2021-04-19;PBF;1;18;2.52;1.03
PTON_BBG00JG0FFZ2_2021-04-19;PTON;1;2;5.68;2.57
RYTM_BBG007DLZ601_2021-04-19;RYTM;1;12;3.24;1.39
SDGR_BBG000T88BN2_2021-04-19;SDGR;1;3;17.16;7.96
SOHU_BBG00L2DB535_2021-04-19;SOHU;2;27;36.45;7.71
TTM_BBG000PVGDH9_2021-04-19;TTM;1;12;-0.36;-0.15
