ACH_BBG000CMRVH1_2021-03-31;ACH;1;23;-0.69;-0.29
ACH_BBG000CMRVH1_2021-03-31;ACH;1;23;-1.38;-0.57
AIV_BBG000DD3510_2021-03-31;AIV;1;40;1.60;0.65
EBS_BBG000GW06J7_2021-03-31;EBS;1;2;-0.60;-0.34
HTA_BBG000PRJCX9_2021-03-31;HTA;1;9;0.09;0.04
KR_BBG000BMY992_2021-03-31;KR;1;6;-0.48;-0.22
MFGP_BBG00HFWVGN0_2021-03-31;MFGP;1;32;2.56;1.03
MFGP_BBG00HFWVGN0_2021-03-31;MFGP;2;65;4.55;0.91
RIG_BBG000BH5LT6_2021-03-31;RIG;1;75;7.50;3.03
SFM_BBG001KFKQM7_2021-03-31;SFM;1;9;-2.43;-1.01
SPR_BBG000PRJ2Z9_2021-03-31;SPR;1;5;0.40;0.17
STT_BBG000BKFBD7_2021-03-31;STT;1;2;0.10;0.06
TWOU_BBG001KS9450_2021-03-31;TWOU;1;5;0.50;0.27
VCEL_BBG000BDCM24_2021-03-31;VCEL;1;4;-0.16;-0.08
VIAC_BBG000C496P7_2021-03-31;VIAC;1;5;-0.20;-0.09
VIPS_BBG002NLDLV8_2021-03-31;VIPS;1;7;1.68;0.77
VIPS_BBG002NLDLV8_2021-03-31;VIPS;2;15;4.05;0.88
YY_BBG003H0XV18_2021-03-31;YY;1;2;0.60;0.32
