ACH_BBG000CMRVH1_2021-03-23;ACH;1;21;0.42;0.17
BIDU_BBG000QXWHD1_2021-03-23;BIDU;1;1;1.62;0.62
COG_BBG000C3GN47_2021-03-23;COG;1;14;7.84;3.17
EHTH_BBG000P5JQX6_2021-03-23;EHTH;1;3;2.10;1.03
FTCH_BBG00LSD4456_2021-03-23;FTCH;1;4;-0.12;-0.05
GBT_BBG00341H6M0_2021-03-23;GBT;1;3;-3.63;-2.75
HCCI_BBG000CCFB17_2021-03-23;HCCI;1;1;0.37;1.41
RIG_BBG000BH5LT6_2021-03-23;RIG;1;69;-0.69;-0.28
TOT_BBG000CHZ857_2021-03-23;TOT;1;5;1.05;0.45
UAL_BBG000M65M61_2021-03-23;UAL;2;8;11.36;2.51
VRNS_BBG001Y04TN6_2021-03-23;VRNS;1;4;8.76;3.97
VRTV_BBG005XZHR97_2021-03-23;VRTV;1;6;2.64;1.12
ZGNX_BBG000VDC3G9_2021-03-23;ZGNX;1;12;4.20;1.74
