AAPL;2;2;6.70;2.58
ADBE;1;1;47.34;10.01
AYX;2;6;65.64;14.83
BK;1;5;2.75;1.22
BLUE;1;9;4.59;1.85
CPS;1;7;2.73;1.22
CRM;2;2;22.60;5.15
CRTX;1;6;3.00;1.35
DISCB;1;2;2.94;1.76
ESPR;1;2;0.84;1.57
FDX;2;2;28.92;5.31
FOLD;1;25;2.75;1.13
GILD;1;3;4.11;2.14
GOOGL;2;2;328.92;7.79
IBN;1;16;-3.04;-1.27
IRTC;1;2;10.40;6.08
MA;2;2;14.18;1.92
MOMO;1;15;2.25;1.01
MSFT;2;2;35.64;7.40
MSTR;1;1;17.12;2.59
NEM;1;3;2.40;1.25
NVDA;1;1;82.01;14.79
PBF;1;18;2.52;1.03
PTON;1;2;5.68;2.57
RYTM;1;12;3.24;1.39
SDGR;1;3;17.16;7.96
SOHU;2;27;36.45;7.71
TTM;1;12;-0.36;-0.15
