AAL;1;16;-3.20;-1.30
AAL;1;16;6.72;2.70
AAL;1;15;-3.30;-1.35
APA;1;18;3.42;1.43
BA;1;1;7.91;3.42
BEN;1;10;0.30;0.13
BILI;1;3;2.58;1.37
BYND;1;1;-1.05;-0.73
CCL;1;11;14.41;6.01
CLF;1;20;0.20;0.08
CLR;1;15;-1.50;-0.61
CNK;1;14;-3.92;-1.59
CNK;1;14;-1.96;-0.79
COG;1;14;0.28;0.12
CORT;1;10;-1.80;-0.77
CORT;1;10;-0.30;-0.13
COTY;1;33;0.99;0.40
CPRI;1;6;1.08;0.47
CPRI;1;6;-3.78;-1.59
CROX;1;3;0.99;0.52
CRWD;1;1;0.80;0.49
CRWD;1;1;-1.65;-1.00
DDOG;1;2;0.10;0.05
DISCA;1;8;-1.92;-0.82
DISCK;1;9;-2.16;-0.92
DKNG;1;4;2.72;1.34
DLTR;1;2;3.34;1.49
DT;1;6;0.12;0.05
DVN;1;16;3.04;1.27
DXCM;1;1;3.99;1.18
DXCM;1;1;-1.57;-0.45
ENPH;1;1;-0.74;-0.56
ETRN;1;29;-3.48;-1.43
ETSY;1;1;-0.50;-0.32
FANG;1;6;-3.06;-1.23
FCX;1;10;-1.80;-0.73
FLR;1;13;2.60;1.12
FSLY;1;3;3.30;1.35
FTI;1;27;-0.27;-0.11
FTNT;1;2;5.06;2.03
GM;1;5;-2.30;-1.03
HA;1;11;-0.99;-0.42
HAL;1;13;0.91;0.39
HFC;1;9;0.45;0.18
HLT;1;2;-0.82;-0.38
HPE;1;21;1.68;0.69
IVZ;1;14;6.86;2.85
JWN;1;8;1.84;0.78
LB;1;6;0.42;0.18
LPSN;1;4;-2.48;-1.07
LVS;1;4;-2.20;-0.93
LYFT;1;5;0.05;0.02
M;1;22;-3.74;-1.53
M;1;22;-3.08;-1.26
M;1;22;1.54;0.62
MAC;1;6;4.14;6.48
MAT;1;15;-0.15;-0.06
MFGP;1;49;-3.43;-1.37
MFGP;1;47;-3.76;-1.52
MFGP;1;46;23.92;9.76
MLCO;1;13;1.43;0.59
MOMO;1;18;-3.96;-1.60
MOMO;1;17;-2.72;-1.14
MRNA;1;1;-1.56;-1.09
MRNA;1;1;-1.91;-1.30
MRNA;1;1;2.33;1.58
MRNA;1;1;2.22;1.44
MTCH;1;1;-1.06;-0.75
MUR;1;22;-1.98;-0.80
NET;1;3;2.67;1.21
NLSN;1;15;9.15;3.69
NOV;1;18;-0.18;-0.07
NTLA;1;5;-2.95;-1.41
NTLA;1;5;-1.65;-0.76
OKTA;1;1;0.25;0.10
ORCL;1;4;-2.08;-0.87
OXY;1;15;2.40;0.99
PBF;1;31;1.86;0.76
PINS;1;3;0.30;0.14
PINS;1;3;-3.06;-1.45
PLAN;1;3;0.90;0.42
PLAY;1;9;0.09;0.04
PSTG;1;12;1.20;0.52
PTON;1;2;0.00;0
QDEL;1;1;-2.70;-1.34
RCL;1;3;-2.58;-1.05
RDFN;1;5;10.95;4.38
ROKU;1;1;2.03;0.71
RRC;1;35;-3.50;-1.44
RRC;1;35;0.70;0.29
RRGB;1;11;-1.10;-0.46
SAVE;1;10;2.00;0.84
SAVE;1;10;2.90;1.19
SEDG;1;1;-4.44;-1.60
SNAP;1;5;-0.20;-0.08
SNPS;1;1;1.71;0.74
SONO;1;11;3.52;1.41
SPCE;1;9;-2.25;-0.90
SPCE;1;8;0.40;0.18
SPLK;1;1;4.50;2.59
SPR;1;6;4.32;1.87
SPR;1;6;1.38;0.56
TDOC;1;1;-1.67;-0.83
TPR;1;8;1.60;0.69
TSN;1;3;-2.13;-1.04
TWLO;1;1;-2.87;-0.87
TWNK;1;18;-2.34;-0.94
UAL;1;5;-2.40;-0.99
UAL;1;5;1.80;0.74
ULTA;1;1;-1.02;-0.36
VG;1;18;-1.98;-0.81
WBA;1;6;14.58;6.02
ZGNX;1;11;0.11;0.05
ZS;1;1;20.51;12.37
