AA;1;8;-3.60;-1.50
AAL;1;11;-2.86;-1.23
AAL;1;11;-1.10;-0.47
ABNB;1;1;-2.57;-1.41
ACH;1;21;5.04;2.05
ALK;1;3;-2.46;-1.22
AMAT;1;2;-2.38;-1.05
AMCX;1;3;-0.51;-0.25
AMCX;1;3;14.07;6.67
AMD;1;3;-3.72;-1.57
AMZN;1;1;-48.46;-1.58
ANGI;1;15;0.45;0.19
ARCT;1;5;6.30;2.83
ATRA;1;15;-5.70;-2.30
BA;1;1;-1.59;-0.69
BBBY;1;8;-0.16;-0.07
BBBY;1;8;0.24;0.10
BBBY;1;8;0.08;0.03
BBY;1;2;0.84;0.40
BIDU;1;1;-0.28;-0.11
BLDR;1;5;-0.10;-0.05
BLUE;1;8;-1.60;-0.69
BWA;1;4;-2.12;-1.06
C;1;3;-2.34;-1.08
CCL;1;9;-1.26;-0.53
CF;1;5;-2.30;-0.95
CF;1;5;-1.25;-0.51
CF;1;5;2.45;0.99
CFG;1;5;2.50;1.10
CLF;1;16;-2.72;-1.14
COP;1;4;-4.84;-2.03
CPRI;1;4;-1.04;-0.51
CPRI;1;4;0.92;0.45
CREE;1;2;-4.30;-2.01
CROX;1;3;0.39;0.17
CRWD;1;1;1.18;0.63
CSCO;1;5;3.75;1.61
DAL;1;5;-2.90;-1.22
DBX;1;10;-2.50;-1.05
DHI;1;3;-0.90;-0.37
DKNG;1;4;-0.36;-0.15
DKNG;1;4;-3.04;-1.23
DKNG;1;4;-0.76;-0.31
DKS;1;3;-0.30;-0.13
DKS;1;3;3.99;1.76
DOCU;1;1;-3.08;-1.49
DRI;1;1;-1.17;-0.81
DXC;1;8;-2.48;-1.11
EBAY;1;4;-0.20;-0.09
ELAN;1;7;2.24;1.01
ENDP;1;33;-2.97;-1.22
ENDP;1;33;4.95;2.03
ENPH;1;1;-2.49;-1.71
EQT;1;13;-2.73;-1.15
ET;1;30;-3.00;-1.22
ETRN;1;32;-2.88;-1.17
ETSY;1;1;2.55;1.26
ETSY;1;1;-1.83;-0.88
EXAS;1;2;-1.70;-0.69
EXEL;1;10;-2.60;-1.14
EXPE;1;1;-2.12;-1.26
F;1;19;4.75;1.99
FANG;1;2;-3.18;-1.82
FCX;1;7;-1.33;-0.54
FIS;1;1;-1.48;-1.02
FL;1;4;7.84;3.62
FOXA;1;6;-2.82;-1.14
FOXA;1;6;1.74;0.70
FRHC;1;5;-3.05;-1.23
FSLR;1;3;-2.07;-0.92
FSLY;1;3;-1.95;-0.96
FTI;1;27;-2.70;-1.09
GE;1;17;0.51;0.22
GE;1;17;-2.21;-0.91
GM;1;4;2.52;1.15
GPS;1;8;-2.32;-1.04
GPS;1;8;-0.24;-0.11
GPS;1;8;0.72;0.32
GPS;1;8;-2.40;-1.03
GT;1;13;-3.77;-1.55
GT;1;13;-0.65;-0.27
GT;1;13;-0.26;-0.11
HAL;1;10;-2.60;-1.07
HAS;1;2;0.42;0.22
HBI;1;12;1.20;0.51
HD;1;1;1.51;0.59
HFC;1;6;-0.06;-0.02
HOG;1;6;3.90;1.80
HPQ;1;8;-1.20;-0.50
HSIC;1;3;0.03;0.02
HWM;1;8;-1.12;-0.45
IIVI;1;3;-4.11;-1.83
INFO;1;2;3.30;1.80
IOVA;1;7;-0.35;-0.15
IP;1;2;1.48;1.35
IPG;1;8;0.56;0.25
IR;1;4;-1.60;-0.79
IVZ;1;10;-3.20;-1.33
JWN;1;6;-0.36;-0.17
JWN;1;6;-0.48;-0.22
KDP;1;7;-0.63;-0.28
KEY;1;11;-3.08;-1.32
LB;1;4;-2.68;-1.19
LEN;1;2;-0.34;-0.19
LKQ;1;5;0.35;0.16
LOW;1;1;-0.51;-0.31
LPSN;1;4;-2.92;-1.30
LRCX;1;1;-6.25;-1.14
LTHM;1;14;-5.32;-2.22
LTHM;1;14;-1.26;-0.53
LUMN;1;18;-2.70;-1.09
LUV;1;4;3.64;1.55
LVS;1;3;-2.43;-1.27
M;1;16;-2.72;-1.09
M;1;15;-2.55;-1.06
MA;1;1;-2.98;-0.80
MAR;1;1;-1.60;-1.07
MCHP;1;1;-1.80;-1.23
MDRX;1;16;2.40;0.98
MET;1;4;-0.48;-0.20
MOMO;1;15;-1.95;-0.79
MOS;1;8;-0.72;-0.29
MRNA;1;1;0.63;0.48
MTCH;1;1;-2.15;-1.45
MTCH;1;1;-1.07;-0.73
MTG;1;19;4.18;1.75
MU;1;2;-2.30;-1.29
MXIM;1;2;-1.82;-1.03
NAVI;1;19;-2.85;-1.14
NEO;1;5;-2.35;-1.05
NLOK;1;12;11.76;4.80
NRG;1;6;9.48;3.91
NTLA;1;4;-0.44;-0.21
NTNX;1;9;-3.51;-1.42
NWL;1;10;3.80;1.53
NXPI;1;1;-0.71;-0.39
OIS;1;26;-3.12;-1.30
OIS;1;26;3.64;1.51
OKE;1;4;-2.12;-1.04
OKTA;1;1;-2.56;-1.16
OKTA;1;1;-2.73;-1.27
OLLI;1;2;0.24;0.13
OMC;1;3;1.62;0.71
ON;1;6;-3.48;-1.47
ORCL;1;3;0.33;0.15
OVV;1;8;-3.28;-1.44
PAGS;1;4;-2.36;-1.11
PBF;1;15;-1.80;-0.72
PBF;1;14;5.60;2.37
PBI;1;27;-2.70;-1.12
PBI;1;27;-2.70;-1.11
PBI;1;26;-0.26;-0.11
PCG;1;22;4.62;1.90
PHM;1;5;0.80;0.34
PINS;1;3;-4.92;-2.37
PLAY;1;5;-2.30;-1.05
PLAY;1;5;-3.10;-1.38
PLCE;1;3;-0.27;-0.11
PLCE;1;3;0.63;0.26
PLNT;1;2;-3.28;-1.92
PLNT;1;2;-0.26;-0.15
PSTG;1;12;-2.52;-1.02
PTON;1;2;1.56;0.71
QRTEA;1;21;7.35;2.97
QRTEA;1;20;-0.20;-0.08
RCL;1;2;1.86;1.05
RDFN;1;3;-3.09;-1.61
RDFN;1;4;0.48;0.19
REGN;1;1;4.28;0.92
RF;1;11;3.08;1.31
ROKU;1;1;-6.63;-1.89
ROKU;1;1;-4.16;-1.17
ROST;1;2;4.42;1.90
RRC;1;23;0.23;0.09
RRGB;1;6;1.14;0.50
SAVE;1;6;-0.90;-0.41
SEDG;1;1;0.84;0.33
SEDG;1;1;0.54;0.21
SFIX;1;3;-5.43;-2.40
SFM;1;10;-2.90;-1.20
SLG;1;3;2.94;1.32
SNAP;1;4;-11.68;-5.15
SONO;1;6;-4.08;-1.75
SPCE;1;9;-0.90;-0.36
SPCE;1;9;-3.51;-1.41
SPR;1;5;-3.30;-1.35
SQ;1;1;-2.26;-1.02
STLD;1;5;-3.80;-1.63
SWBI;1;15;0.60;0.24
SWBI;1;14;0.14;0.06
SWBI;1;14;-3.08;-1.29
SWN;1;62;-0.62;-0.25
SWN;1;61;-1.22;-0.49
SYF;1;6;0.06;0.02
TJX;1;3;-0.42;-0.22
TMUS;1;1;-1.13;-0.89
TRIP;1;4;-1.76;-0.84
TRMB;1;3;0.06;0.03
TSCO;1;1;1.68;1.06
TSLA;1;1;1.95;0.32
TSLA;1;1;-8.35;-1.38
TSM;1;2;-3.02;-1.25
TTD;1;1;-7.54;-1.10
TTD;1;1;-17.50;-2.51
TWLO;1;1;-2.10;-0.61
TWTR;1;3;-3.06;-1.50
TXN;1;1;-1.72;-1.02
TXRH;1;2;-1.52;-0.80
UAL;1;4;-1.88;-0.91
UAL;1;4;5.96;2.87
UBER;1;4;-3.48;-1.55
UNM;1;8;-2.16;-0.91
UNP;1;1;-0.04;-0.02
URBN;1;6;-1.38;-0.60
VG;1;19;-3.61;-1.52
VG;1;20;-0.20;-0.08
VIAC;1;3;14.91;6.43
VLO;1;3;-2.46;-1.02
VRTX;1;1;-0.34;-0.16
W;1;1;8.90;2.92
WDAY;1;1;-2.48;-1.03
WDC;1;3;-3.78;-1.78
WRK;1;4;-2.24;-1.06
WYNN;1;1;-1.93;-1.41
XLNX;1;2;-3.70;-1.54
YUMC;1;4;-0.44;-0.18
YY;1;2;-4.68;-2.03
Z;1;1;-2.57;-1.85
ZM;1;1;-6.11;-1.81
ZYNE;1;59;-5.31;-2.16
ZYNE;1;59;-1.18;-0.47
ZYNE;1;59;-2.36;-0.95
ZYXI;1;16;-3.68;-1.51
ZYXI;1;15;6.00;2.54
