ABNB;1;1;-3.53;-1.90
ADSK;1;1;-1.22;-0.39
AKAM;1;2;2.78;1.33
ALK;1;4;-3.32;-1.48
APA;1;14;-0.42;-0.17
ARCT;1;3;2.49;1.31
ARCT;1;3;-3.81;-1.99
BBBY;1;8;-1.44;-0.63
BIDU;1;1;-3.35;-1.34
BILI;1;1;-2.02;-1.59
BLDR;1;6;-0.60;-0.24
BLUE;1;4;-2.04;-0.97
BWA;1;6;-0.72;-0.31
BYND;1;1;-1.20;-0.86
BYND;1;1;-0.23;-0.16
BZUN;1;6;-1.50;-0.69
CCL;1;11;-1.32;-0.57
CHGG;1;2;-0.20;-0.10
CLR;1;12;-0.84;-0.36
CNK;1;12;-1.44;-0.61
CNK;1;12;-4.80;-2.03
COP;1;5;-1.30;-0.56
CRUS;1;2;-1.42;-0.73
DDOG;1;2;-2.64;-1.27
DISCA;1;6;-3.60;-1.59
DISCK;1;7;-1.75;-0.76
DOCU;1;1;-2.74;-1.08
DXC;1;8;1.68;0.73
EDIT;1;2;1.14;0.74
EQT;1;13;0.13;0.06
EQT;1;13;-2.08;-0.87
EXEL;1;10;-3.90;-1.62
FANG;1;4;-2.40;-0.99
FATE;1;2;-0.62;-0.26
FB;1;1;-2.84;-1.13
FRHC;1;4;2.96;1.38
FSLY;1;2;-2.28;-1.23
FTI;1;20;-1.80;-0.75
GSKY;1;48;-0.96;-0.39
HPE;1;19;-3.42;-1.40
ILMN;1;1;14.01;3.74
JPM;1;1;-2.24;-1.60
KR;1;7;1.75;0.74
LTHM;1;11;2.31;0.98
LTHM;1;11;0.11;0.04
LYFT;1;5;-3.25;-1.33
MOMO;1;16;0.48;0.19
MRNA;1;1;-0.92;-0.70
NET;1;3;-2.52;-1.02
NTLA;1;2;5.84;3.36
NVTA;1;4;-2.48;-1.12
OKTA;1;1;-1.93;-0.73
OSUR;1;19;-3.42;-1.38
PBF;1;29;-5.22;-2.16
PBF;1;30;1.50;0.62
PBF;1;29;-0.58;-0.24
PCG;1;20;3.00;1.25
PLD;1;2;-1.98;-1.02
PXD;1;1;-1.35;-1.04
QDEL;1;1;-3.22;-1.59
ROKU;1;1;-5.96;-1.40
RRC;1;24;4.32;1.79
SAVE;1;9;-3.42;-1.41
SFIX;1;3;-2.76;-1.21
SFIX;1;3;-2.46;-1.08
SFIX;1;3;-2.34;-1.02
SFM;1;11;-1.21;-0.53
SNY;1;5;-0.45;-0.18
SPCE;1;7;-2.66;-1.18
SPCE;1;7;-3.71;-1.63
SPCE;1;7;-2.38;-1.07
SPLK;1;1;-0.29;-0.17
SWN;1;64;1.92;0.77
TAL;1;3;-0.99;-0.50
TMUS;1;1;0.22;0.17
TSCO;1;1;-0.72;-0.45
TTM;1;14;-6.86;-2.78
TTM;1;13;-4.16;-1.77
TWLO;1;1;1.31;0.34
VIAC;1;5;-2.70;-1.17
WDC;1;4;-1.12;-0.55
ZM;1;1;0.83;0.21
ZYNE;1;65;-5.85;-2.37
ZYXI;1;14;-4.62;-1.97
ZYXI;1;14;-0.98;-0.41
