AA;1;8;0.16;0.07
AA;1;8;-0.16;-0.07
AA;1;8;-2.08;-0.87
AA;1;8;1.36;0.57
AAL;1;11;-0.77;-0.32
ACH;1;18;-2.16;-0.90
AMAT;1;2;-0.12;-0.05
AMCX;1;3;5.49;2.56
APLE;1;17;7.31;3.02
AXP;1;1;1.94;1.37
BA;1;1;-0.12;-0.05
BBBY;1;8;15.68;6.77
BIDU;1;1;-1.45;-0.47
BIDU;1;1;-4.05;-1.31
BILI;1;1;-1.07;-0.76
BILI;1;1;-1.63;-1.13
BK;1;5;4.20;1.90
BLUE;1;8;-3.68;-1.48
CCL;1;8;1.44;0.63
CCL;1;8;-1.36;-0.58
CHX;1;11;-2.42;-1.00
CLF;1;16;0.80;0.34
CLR;1;9;1.26;0.54
CNK;1;10;-3.60;-1.48
CNK;1;10;3.60;1.48
DISCA;1;4;2.28;0.94
DKNG;1;3;-2.43;-1.15
DKNG;1;3;-0.96;-0.44
DKNG;1;3;-2.25;-1.02
DLTR;1;2;8.72;4.45
DRI;1;1;-1.89;-1.34
DT;1;4;1.16;0.56
DVN;1;10;-0.30;-0.13
EDIT;1;5;-1.15;-0.51
ELAN;1;7;-4.34;-1.97
EOG;1;3;-0.12;-0.06
EOG;1;3;-2.28;-1.13
EQT;1;13;-1.30;-0.54
FANG;1;3;1.17;0.53
FIVN;1;1;-2.02;-1.10
FOX;1;6;3.72;1.66
FOXA;1;6;4.74;2.00
FTI;1;28;-2.24;-0.92
GE;1;18;2.88;1.20
GOOG;1;1;-27.09;-1.30
GPS;1;9;-0.72;-0.31
GSKY;1;41;6.56;2.68
GT;1;13;-1.82;-0.76
GT;1;13;0.52;0.21
HAL;1;11;-0.99;-0.40
HES;1;3;7.05;3.51
HFC;1;6;0.66;0.29
HFC;1;6;-2.58;-1.10
HPE;1;16;-5.60;-2.34
JWN;1;6;-2.16;-1.00
JWN;1;6;-1.38;-0.63
JWN;1;6;-0.24;-0.11
KEY;1;12;3.72;1.49
KLAC;1;1;-0.96;-0.31
LRCX;1;1;-6.68;-1.16
LUMN;1;19;9.31;3.76
LUMN;1;18;-1.80;-0.72
LYFT;1;4;-2.60;-1.08
LYFT;1;4;8.96;3.74
LYV;1;2;0.62;0.34
LYV;1;2;0.34;0.18
MAC;1;18;-3.06;-1.27
MAC;1;18;5.94;2.46
MAC;1;18;-3.24;-1.31
MCHP;1;1;0.13;0.09
MDRX;1;16;-4.64;-1.87
MFGP;1;40;28.00;11.29
MLCO;1;10;-2.50;-1.06
MOMO;1;14;-2.52;-1.06
MOS;1;7;-3.64;-1.62
MRO;1;21;5.25;2.14
MS;1;3;0.33;0.13
MU;1;2;-2.06;-1.11
MU;1;2;-2.06;-1.11
MUR;1;14;-0.14;-0.06
NTES;1;2;-2.40;-1.08
NTRS;1;2;0.88;0.45
OIS;1;30;0.30;0.12
OKE;1;5;1.00;0.42
OSUR;1;22;0.44;0.18
OSUR;1;21;-2.52;-1.05
OVV;1;9;-2.88;-1.27
OXY;1;8;-2.96;-1.30
OXY;1;8;-1.76;-0.77
OXY;1;8;-0.72;-0.31
PBF;1;10;2.50;1.59
PBF;1;15;0.30;0.13
PBF;1;15;2.40;0.99
PLAY;1;5;0.15;0.07
PLAY;1;5;-0.55;-0.26
PSX;1;2;-1.34;-0.79
PXD;1;1;-0.85;-0.55
QRTEA;1;20;-2.80;-1.14
RCL;1;2;-0.04;-0.02
ROKU;1;1;-6.13;-1.53
ROKU;1;1;-0.17;-0.04
ROST;1;2;-2.40;-1.03
RRC;1;24;-1.44;-0.60
SFM;1;11;1.87;0.76
SONO;1;6;-3.72;-1.51
SPCE;1;7;-1.54;-0.63
SPCE;1;7;-0.91;-0.38
SPCE;1;7;-4.76;-1.93
SPCE;1;7;0.07;0.03
SPG;1;2;-0.96;-0.42
SPR;1;5;-0.60;-0.25
STT;1;3;4.62;1.97
STX;1;3;4.20;1.89
TER;1;1;-1.42;-1.11
TRIP;1;4;-2.52;-1.16
TRIP;1;4;-2.64;-1.20
TRIP;1;4;-2.24;-1.02
TRIP;1;4;0.48;0.22
TSLA;1;1;-10.38;-1.49
TSLA;1;1;1.80;0.26
TWLO;1;1;-1.29;-0.34
UAA;1;10;-1.40;-0.60
UAL;1;4;0.16;0.07
UBER;1;4;-2.40;-1.06
UBER;1;4;2.24;0.99
UNM;1;9;5.04;2.03
URBN;1;7;2.73;1.16
URBN;1;7;-0.42;-0.17
USFD;1;6;0.54;0.24
VALE;1;14;4.90;1.99
VIAC;1;3;-1.08;-0.50
VLO;1;3;-1.62;-0.69
WB;1;4;-2.92;-1.27
WDC;1;3;0.51;0.24
WFC;1;6;2.52;1.10
WYNN;1;1;-2.12;-1.54
ZYNE;1;52;-5.20;-2.11
ZYNE;1;52;0.00;0
ZYNE;1;53;0.53;0.21
ZYXI;1;17;-4.76;-1.91
