AAL;1;1;-0.14;-0.84
AAL;1;1;0.43;2.53
AMD;1;1;-0.45;-0.47
ATRA;1;1;0.00;0
ATRA;1;1;-0.30;-1.08
BA;1;1;-3.40;-1.39
BILI;1;1;-0.03;-0.04
CHGG;1;1;-0.21;-0.27
CNK;1;1;-0.02;-0.14
CNP;1;1;0.03;0.13
CRWD;1;1;-1.17;-0.69
DKNG;1;1;-0.72;-1.42
EDIT;1;1;3.51;9.51
FSLR;1;1;-1.16;-1.28
HALO;1;1;-0.02;-0.05
IOVA;1;1;1.14;2.55
IR;1;1;-0.36;-0.79
LB;1;1;0.42;1.07
M;1;1;0.17;1.42
MFGP;1;1;0.49;8.03
MRNA;1;1;-3.26;-2.04
MRNA;1;1;-0.93;-0.57
MUR;1;1;-0.18;-1.46
NEM;1;1;1.04;1.71
NTLA;1;1;0.41;0.85
NVTA;1;1;2.59;4.82
OIS;1;1;-0.20;-3.80
OSUR;1;1;0.01;0.08
PINS;1;1;0.78;1.12
PS;1;1;0.22;1.22
PTON;1;1;-1.61;-1.38
QDEL;1;1;-1.63;-0.81
QRTEA;1;1;-0.17;-1.60
SAVE;1;1;-0.02;-0.08
SDGR;1;1;0.03;0.04
SEDG;1;1;-4.24;-1.53
SIG;1;1;-0.31;-1.05
SMAR;1;1;4.54;7.01
SNAP;1;1;-0.11;-0.22
SPCE;1;1;-0.78;-2.57
SPCE;1;1;0.75;2.48
SPCE;1;1;0.03;0.09
SWBI;1;1;0.09;0.56
UPWK;1;1;-0.16;-0.48
Z;1;1;-0.58;-0.53
Z;1;1;-0.73;-0.65
ZYNE;1;1;-0.04;-0.86
