AA;1;1;-0.10;-0.32
AAL;1;1;0.07;0.32
ACAD;1;1;-0.70;-2.65
ACAD;1;1;0.62;2.35
ACAD;1;1;-0.03;-0.11
ACMR;1;1;-0.38;-0.40
ADPT;1;1;-0.10;-0.23
ADPT;1;1;-0.84;-1.93
ADSK;1;1;-0.99;-0.37
AEO;1;1;0.04;0.14
AIR;1;1;-0.19;-0.45
ALB;1;1;2.08;1.37
ALLK;1;1;-3.47;-2.78
ALLO;1;1;-0.73;-1.93
AMCX;1;1;-0.24;-0.33
ANGI;1;1;-0.09;-0.55
APLT;1;1;-0.17;-0.96
APPN;1;1;-0.48;-0.30
ARCT;1;1;0.03;0.06
ARNA;1;1;0.43;0.56
ARVN;1;1;-1.06;-1.40
ARWR;1;1;-0.65;-0.89
ATRA;1;1;-0.19;-1.11
ATRO;1;1;-0.03;-0.18
AVAV;1;1;-0.87;-0.78
BAC;1;1;0.00;0
BAND;1;1;-0.27;-0.20
BBBY;1;1;-0.77;-2.49
BBIO;1;1;0.84;1.26
BIDU;1;1;0.12;0.04
BILI;1;1;-2.06;-1.84
BJRI;1;1;-0.28;-0.47
BL;1;1;-4.00;-3.45
BLD;1;1;-0.64;-0.32
BLUE;1;1;1.71;5.53
BOX;1;1;0.04;0.19
BOX;1;1;-0.09;-0.42
BWA;1;1;-0.03;-0.06
C;1;1;0.02;0.03
CCL;1;1;-0.15;-0.53
CDNA;1;1;-0.97;-1.40
CDNA;1;1;-0.22;-0.32
CEVA;1;1;-1.36;-2.35
CF;1;1;-0.73;-1.49
CGEN;1;1;0.00;0
CHEF;1;1;-0.38;-1.14
CNK;1;1;-0.08;-0.32
CNST;1;1;-0.27;-0.96
CORR;1;1;-0.02;-0.24
COTY;1;1;-0.02;-0.23
CPRT;1;1;-0.01;-0.01
CREE;1;1;-1.49;-1.41
CROX;1;1;0.23;0.29
CRS;1;1;-0.19;-0.42
CRTX;1;1;0.79;1.95
CVET;1;1;0.28;0.86
CVS;1;1;-0.05;-0.07
DDOG;1;1;-0.40;-0.47
DFS;1;1;-0.31;-0.31
DKNG;1;1;1.05;1.58
DKNG;1;1;0.15;0.22
DNLI;1;1;-0.21;-0.35
ECPG;1;1;0.00;0
EDIT;1;1;-1.00;-2.11
ENDP;1;1;0.11;1.33
ENS;1;1;0.12;0.13
EQT;1;1;0.49;2.71
ET;1;1;-0.03;-0.36
ETRN;1;1;0.02;0.26
EVH;1;1;0.00;0
EW;1;1;0.51;0.61
EXEL;1;1;-0.30;-1.33
F;1;1;-0.12;-0.93
FATE;1;1;2.11;2.29
FIZZ;1;1;-0.84;-1.46
FL;1;1;-0.49;-0.86
FLR;1;1;-0.11;-0.57
FLWS;1;1;-0.11;-0.39
FOCS;1;1;-0.42;-0.87
FSLY;1;1;-1.16;-1.61
GBCI;1;1;0.41;0.66
GE;1;1;-0.15;-1.03
GH;1;1;1.87;1.35
GM;1;1;0.06;0.11
GMS;1;1;-0.29;-0.69
GPI;1;1;1.78;1.07
GPS;1;1;-0.09;-0.30
GPS;1;1;0.11;0.37
GSKY;1;1;0.07;1.07
HEAR;1;1;0.02;0.08
HFC;1;1;-0.25;-0.62
HGV;1;1;-1.11;-2.64
HHR;1;1;-0.34;-1.04
HIBB;1;1;-0.14;-0.22
HP;1;1;0.00;0
HRB;1;1;0.08;0.39
HSC;1;1;-0.09;-0.50
IGMS;1;1;-4.16;-4.81
IIVI;1;1;-2.32;-3.02
ILMN;1;1;-2.04;-0.49
INGN;1;1;-0.37;-0.73
INSP;1;1;-2.47;-1.14
IOVA;1;1;-1.33;-3.67
IRDM;1;1;-0.55;-1.33
IRTC;1;1;-2.12;-1.52
IVZ;1;1;-0.05;-0.20
JD;1;1;-1.93;-2.10
JELD;1;1;0.07;0.25
KALU;1;1;1.75;1.43
KOD;1;1;-1.62;-1.23
KRYS;1;1;-0.13;-0.17
LAD;1;1;-0.39;-0.10
LGIH;1;1;-0.99;-0.72
LRN;1;1;0.02;0.08
LTHM;1;1;0.07;0.39
LYV;1;1;-1.40;-1.57
MAC;1;1;-0.05;-0.35
MAC;1;1;-0.07;-0.49
MDB;1;1;-6.05;-1.82
MEDP;1;1;-0.28;-0.17
MHO;1;1;0.25;0.44
MMI;1;1;-0.12;-0.35
MSGN;1;1;0.26;1.31
MTCH;1;1;-0.45;-0.30
MTG;1;1;-0.05;-0.39
MUR;1;1;0.01;0.05
NARI;1;1;-2.66;-2.27
NET;1;1;-0.37;-0.51
NTAP;1;1;1.03;1.55
NTLA;1;1;-1.48;-2.46
NTLA;1;1;-0.41;-0.67
NTNX;1;1;-0.28;-1.00
NVEE;1;1;-0.31;-0.29
OII;1;1;0.01;0.07
OKTA;1;1;-4.03;-1.75
OSUR;1;1;0.07;0.67
OVV;1;1;0.54;2.04
PBF;1;1;0.16;0.99
PBI;1;1;0.11;1.17
PETQ;1;1;-0.66;-1.82
PGNY;1;1;-1.91;-3.99
PINS;1;1;0.30;0.43
PLAN;1;1;-0.22;-0.37
PLTR;1;1;0.13;0.51
PRGS;1;1;-0.46;-1.04
PRLB;1;1;-3.78;-2.80
QRTEA;1;1;0.12;0.91
RAVN;1;1;1.65;4.22
RCL;1;1;-1.95;-2.12
RDFN;1;1;-0.50;-0.72
REGI;1;1;0.50;0.60
REZI;1;1;-1.14;-3.93
RIG;1;1;0.24;5.87
ROCK;1;1;0.12;0.13
RRC;1;1;0.12;1.19
RRGB;1;1;-0.75;-1.99
RVLV;1;1;-0.96;-2.00
SBH;1;1;0.36;1.73
SDGR;1;1;-1.39;-1.86
SFIX;1;1;-0.83;-1.63
SFIX;1;1;-0.84;-1.66
SHEN;1;1;-0.03;-0.06
SKX;1;1;-0.05;-0.13
SMAR;1;1;-1.43;-2.14
SMPL;1;1;-0.06;-0.18
SNPS;1;1;2.17;0.93
SOHU;1;1;-0.51;-2.70
SONO;1;1;0.51;1.31
SONO;1;1;-0.50;-1.22
SQ;1;1;-3.93;-1.66
SRPT;1;1;-2.10;-2.39
STT;1;1;-0.05;-0.06
SWBI;1;1;-0.27;-1.44
SWN;1;1;0.13;3.23
TDOC;1;1;-2.43;-1.20
TDS;1;1;0.31;1.35
TGNA;1;1;-0.11;-0.56
TRHC;1;1;0.08;0.20
TRIP;1;1;0.19;0.37
TRUP;1;1;0.21;0.23
TWLO;1;1;-0.84;-0.22
TWOU;1;1;-1.10;-2.81
TXG;1;1;-1.27;-0.80
UAA;1;1;-0.17;-0.74
UFPI;1;1;-0.97;-1.42
URBN;1;1;-0.27;-0.70
VCYT;1;1;-1.35;-2.58
VEON;1;1;-0.01;-0.55
VIAC;1;1;-0.26;-0.32
VICR;1;1;-0.21;-0.22
VLO;1;1;0.16;0.20
VLO;1;1;0.31;0.39
VNE;1;1;-0.45;-1.63
WBA;1;1;0.24;0.48
WFC;1;1;-0.36;-0.92
YY;1;1;-1.80;-1.50
Z;1;1;2.32;1.64
Z;1;1;-1.30;-0.88
ZG;1;1;0.00;0
ZUO;1;1;-0.01;-0.07
ZYNE;1;1;0.00;0
