AA;1;1;0.75;2.91
ABNB;1;1;-2.49;-1.26
ACH;1;1;-0.12;-1.00
AES;1;1;-0.20;-0.72
ARCT;1;1;0.79;1.41
ARCT;1;1;-0.73;-1.30
ARWR;1;1;0.28;0.33
BBBY;1;1;0.69;2.60
BIDU;1;1;-1.23;-0.38
BKR;1;1;0.24;0.98
BMRN;1;1;-0.60;-0.71
CCL;1;1;-0.31;-1.12
CHGG;1;1;-0.28;-0.28
CNK;1;1;-0.05;-0.21
COTY;1;1;0.09;1.12
COUP;1;1;8.24;2.45
CVET;1;1;-0.34;-0.90
DISCK;1;1;-0.08;-0.19
DVN;1;1;0.01;0.05
DXC;1;1;-0.13;-0.50
ENTG;1;1;-0.96;-0.92
ET;1;1;0.18;2.26
EXEL;1;1;-0.22;-0.98
EXPE;1;1;-1.34;-0.82
EXPE;1;1;-1.34;-0.82
FANG;1;1;-0.17;-0.23
FLR;1;1;-0.25;-1.22
FLR;1;1;0.09;0.44
FOXA;1;1;-0.35;-1.03
FRHC;1;1;-1.16;-2.07
FTI;1;1;-0.05;-0.68
GPS;1;1;-0.21;-0.81
GSKY;1;1;0.01;0.17
GT;1;1;-0.45;-2.55
HA;1;1;0.08;0.29
HAL;1;1;0.21;0.98
HBAN;1;1;-0.11;-0.69
HFC;1;1;-0.85;-2.18
HP;1;1;0.44;1.53
HPE;1;1;-0.04;-0.27
HRTX;1;1;-0.07;-0.38
HRTX;1;1;-0.09;-0.46
HTHT;1;1;0.08;0.14
IBN;1;1;-0.03;-0.17
IIVI;1;1;0.38;0.44
LB;1;1;-1.85;-3.46
LPSN;1;1;0.04;0.07
LTHM;1;1;0.44;2.20
LYFT;1;1;-0.45;-0.76
LYV;1;1;-1.48;-1.60
MAT;1;1;0.12;0.60
MOS;1;1;0.18;0.57
MRNA;1;1;0.07;0.05
MRO;1;1;0.13;1.13
MTG;1;1;-0.13;-1.01
MUR;1;1;-0.02;-0.12
NMIH;1;1;-0.11;-0.46
NOV;1;1;-0.11;-0.71
NTLA;1;1;-1.97;-2.90
NTNX;1;1;-0.08;-0.25
OIS;1;1;0.20;2.72
OXY;1;1;0.47;1.73
PBCT;1;1;-0.20;-1.06
PDCO;1;1;-0.25;-0.77
PSTG;1;1;-0.99;-3.74
PXD;1;1;-1.48;-0.99
RCL;1;1;-1.26;-1.34
RCL;1;1;-0.58;-0.60
RRGB;1;1;0.10;0.32
SAVE;1;1;-0.18;-0.46
SCHW;1;1;-0.28;-0.43
SDGR;1;1;-1.68;-1.47
SLB;1;1;-0.11;-0.38
SPCE;1;1;0.21;0.47
SPCE;1;1;-0.10;-0.22
SPR;1;1;-0.10;-0.22
SPR;1;1;-0.85;-1.86
STLD;1;1;-0.18;-0.41
STX;1;1;-1.68;-2.23
SWBI;1;1;-0.27;-1.48
TMUS;1;1;3.24;2.66
TWNK;1;1;-0.63;-4.03
UAL;1;1;0.00;0
UNM;1;1;0.45;1.65
USFD;1;1;-0.27;-0.72
VIPS;1;1;0.25;0.70
ZM;1;1;-0.62;-0.16
ZYNE;1;1;-0.01;-0.20
ZYXI;1;1;-0.21;-1.14
